"strain" "primers" "time" "mean" "sd" "experiment_ID"
"5415" "oRG46_oRG47" 4 0.774403763071573 0.0340173502490111 30
"4518-13B" "oRG46_oRG47" 0 0 0.232753165088289 31
"4518-13B" "oRG46_oRG47" 1 0.918176830650125 0.0169272066499809 31
"4518-13B" "oRG46_oRG47" 2 0.905938205169535 0.0159240889686526 31
"4518-13B" "oRG46_oRG47" 4 0.90102632299523 0.0187896710540965 31
"4518-13B" "oRG46_oRG47" 0 0 0.393042678215253 33
"4518-13B" "oRG46_oRG47" 1 0.902630370853095 0.0340246126293259 33
"4518-13B" "oRG46_oRG47" 2 0.901477368349608 0.0321393422255723 33
"4518-13B" "oRG46_oRG47" 4 0.915490069289755 0.0275380204611955 33
"4518-13B" "oRG46_oRG47" 0 0 0.292913114297016 34
"4518-13B" "oRG46_oRG47" 1 0.916438576449312 0.0204742515668666 34
"4518-13B" "oRG46_oRG47" 2 0.912979886710581 0.0201774812991809 34
"4518-13B" "oRG46_oRG47" 4 0.912990372395363 0.0268730548721487 34
